userId,url,imageFileName,uploadedAt,mimeType,imageType,imageWidth,imageHeight,imageRatio,imageRotation,imageScale,imageArtist,size
18,www.torrie-hagenes.net,beatae_qui\provident.bmp,2024-05-18T00:22:05.484356,image/png,thumbnail,4312,3295,0.32,323,7.91,Caravaggio,4967595
67,www.cleta-dubuque.co,et_consequuntur\et.pdf,2024-08-03T00:22:05.486358900,image/png,thumbnail,1680,1304,0.78,136,4.78,Matisse,2691111
4,www.marshall-powlowski.net,qui_repellendus\animi.html,2023-12-29T00:22:05.488355700,image/jpeg,thumbnail,871,4799,0.12,342,2.82,Munch,2212914
22,www.ben-nicolas.co,ullam_nobis\est.pdf,2024-07-16T00:22:05.491354300,image/jpeg,full,4016,1991,0.27,74,3.18,Vettriano,404635
68,www.deidre-connelly.io,consectetur_temporibus\inventore.wav,2024-08-20T00:22:05.493359300,image/jpeg,full,174,4456,0.95,170,6.36,Kandinsky,1192103
26,www.kip-gutkowski.co,nisi_cumque\unde.tiff,2024-01-16T00:22:05.495356300,image/png,full,2983,1620,0.56,41,1.09,Escher,4704717
30,www.jose-stanton.net,quis_eaque\modi.flac,2024-03-20T00:22:05.498356300,image/jpeg,thumbnail,323,2649,0.30,359,1.24,Diego Rivera,4082459
23,www.jude-damore.name,aliquid_sit\nemo.ods,2024-01-21T00:22:05.501356100,image/jpeg,full,723,224,0.17,125,4.80,Degas,1900907
36,www.lyndia-konopelski.com,quia_et\nemo.pptx,2024-05-14T00:22:05.503355900,image/png,full,1189,4721,0.52,31,6.86,Magritte,3529546
26,www.dario-rosenbaum.io,voluptatum_necessitatibus\mollitia.pages,2023-12-03T00:22:05.504354100,image/jpeg,full,3180,609,0.62,132,1.01,Monet,1276398
96,www.rochelle-goodwin.biz,laborum_ut\libero.xlsx,2023-12-12T00:22:05.505355700,image/jpeg,thumbnail,2070,1138,0.62,159,4.74,Rembrandt,3664731
19,www.katie-ferry.info,culpa_asperiores\consectetur.json,2024-03-21T00:22:05.507354900,image/jpeg,thumbnail,4094,4653,0.08,152,4.68,Pissarro,733977
5,www.faye-hilpert.org,est_velit\molestiae.pdf,2024-03-04T00:22:05.509354300,image/jpeg,thumbnail,1656,2158,0.34,309,7.66,Winslow Homer,418780
90,www.carma-parisian.org,non_consequatur\ut.wav,2023-11-12T00:22:05.510354200,image/jpeg,thumbnail,3627,364,0.60,122,6.74,Kahlo,2336506
74,www.neely-reilly.io,sed_dignissimos\cupiditate.html,2024-07-13T00:22:05.512355900,image/jpeg,full,2433,4268,0.60,17,5.25,Matisse,756554
19,www.lizeth-bins.com,animi_quo\dignissimos.doc,2024-08-17T00:22:05.513354700,image/jpeg,full,442,1545,0.82,12,1.75,Cassatt,4216614
32,www.marquis-tromp.com,qui_quae\numquam.docx,2024-08-24T00:22:05.519354600,image/png,full,111,4714,0.40,181,9.65,Vincent,1654406
12,www.dwight-cummings.info,odit_ipsum\non.flac,2024-01-12T00:22:05.522354600,image/jpeg,full,2252,1935,0.02,111,4.84,Magritte,4222015
4,www.virginia-schuppe.com,eos_autem\ea.pages,2024-06-13T00:22:05.525354300,image/jpeg,full,2685,4562,0.53,198,4.54,Pissarro,3917279
78,www.cameron-murazik.io,odit_reprehenderit\minima.mov,2024-05-22T00:22:05.528355100,image/jpeg,full,2522,3831,0.11,89,0.67,Da Vinci,134191
82,www.hassan-bins.org,exercitationem_facilis\asperiores.gif,2024-02-22T00:22:05.529355300,image/png,full,5046,4504,0.59,209,1.53,Paul Klee,4725453
68,www.florentino-heller.io,earum_ut\ducimus.ppt,2023-11-08T00:22:05.531353,image/jpeg,thumbnail,2377,3704,0.17,146,6.31,Vettriano,139181
49,www.danica-auer.info,nesciunt_qui\voluptatem.pages,2024-02-13T00:22:05.532355800,image/png,thumbnail,445,2105,0.58,255,6.94,Rembrandt,1044402
4,www.byron-yost.com,omnis_sequi\quia.txt,2024-06-21T00:22:05.532355800,image/png,thumbnail,1302,212,0.21,19,2.85,Titian,930294
21,www.nathaniel-rath.org,voluptas_blanditiis\molestias.pages,2023-10-30T00:22:05.533354500,image/jpeg,thumbnail,356,4020,0.10,170,1.74,Rembrandt,4740763
32,www.winston-christiansen.name,repudiandae_facere\delectus.css,2024-05-22T00:22:05.533354500,image/jpeg,full,1355,856,0.89,142,8.42,Gauguin,2129171
95,www.joanie-kessler.io,non_in\voluptatem.json,2024-07-15T00:22:05.533354500,image/jpeg,thumbnail,3546,907,0.71,142,6.19,Da Vinci,433211
79,www.donette-quitzon.net,rem_sapiente\assumenda.mp3,2024-02-16T00:22:05.534355900,image/jpeg,thumbnail,4392,3122,0.38,233,8.25,Rembrandt,929880
28,www.hubert-becker.com,qui_perferendis\labore.odt,2024-08-30T00:22:05.416121500,image/png,thumbnail,1153,2388,0.23,216,6.89,Pissarro,2365998
56,www.olevia-keebler.org,sit_explicabo\in.odp,2024-05-22T00:22:05.450355300,image/png,thumbnail,355,3070,0.37,279,6.14,Ansel Adams,1449638
84,www.danial-blanda.name,nostrum_quae\maiores.js,2024-02-01T00:22:05.451356500,image/jpeg,thumbnail,4700,3492,0.05,294,9.32,El Greco,692029
44,www.carmen-schamberger.co,veniam_tempora\placeat.numbers,2024-01-27T00:22:05.452358400,image/png,thumbnail,5008,3598,0.74,25,6.30,Warhol,2616699
83,www.cory-nicolas.info,perferendis_nihil\tempore.mov,2024-07-22T00:22:05.454356200,image/png,thumbnail,1473,654,0.84,204,3.82,Matisse,428656
52,www.chara-deckow.io,velit_eum\ab.json,2024-07-07T00:22:05.455356300,image/jpeg,thumbnail,4834,1360,0.94,33,0.76,Kahlo,3783151
7,www.moira-jacobi.io,dolore_non\asperiores.mp4,2024-08-17T00:22:05.456355100,image/png,full,341,383,0.18,39,3.13,Vincent,4170096
81,www.venus-thompson.biz,ad_aut\est.jpg,2024-03-19T00:22:05.458357,image/jpeg,full,4495,4918,0.97,152,4.36,Donatello,1108425
3,www.clark-rogahn.io,minima_hic\totam.js,2024-04-03T00:22:05.459356400,image/jpeg,full,2631,3944,0.38,76,3.87,Pollock,953874
27,www.stewart-fahey.co,rerum_atque\ut.numbers,2024-06-12T00:22:05.461355200,image/png,thumbnail,1334,1461,0.24,34,9.08,Titian,1462427
70,www.mira-welch.info,a_delectus\temporibus.pages,2024-05-26T00:22:05.462356,image/jpeg,thumbnail,2385,3890,0.65,237,9.65,Raphael,391763
55,www.pricilla-marvin.co,numquam_quidem\illum.mp3,2023-12-14T00:22:05.463354900,image/jpeg,full,3235,3771,0.48,91,8.22,Caravaggio,1387263
72,www.luciano-reichel.io,quia_labore\voluptatem.html,2023-11-11T00:22:05.468355800,image/png,thumbnail,1926,3015,0.00,154,2.40,Joan Miro,3714908
98,www.dorotha-davis.co,qui_delectus\minima.pdf,2024-04-01T00:22:05.472354300,image/jpeg,thumbnail,2664,2176,0.07,204,1.87,Diego Rivera,437467
96,www.adela-dach.co,incidunt_quo\qui.odp,2024-04-30T00:22:05.475354400,image/png,thumbnail,1034,750,0.18,321,1.27,Joan Miro,221055
25,www.miranda-williamson.biz,consequatur_est\natus.js,2024-01-27T00:22:05.477355100,image/png,full,4869,2367,0.61,332,1.05,Paul Klee,1247452
88,www.dewayne-roob.com,eaque_enim\nemo.xls,2023-10-25T00:22:05.479354700,image/png,full,3150,1286,0.85,246,0.50,El Greco,1720630
12,www.ruthann-grimes.net,ea_quod\in.csv,2024-09-01T00:22:05.481357100,image/png,thumbnail,4001,2165,0.69,128,8.13,Durer,2179453
76,www.brice-waters.name,autem_facere\facere.flac,2024-06-03T00:22:05.485359200,image/png,full,4227,4176,0.78,165,9.08,Magritte,648938
99,www.reed-pagac.org,et_temporibus\ducimus.numbers,2024-05-17T00:22:05.487356400,image/png,full,1551,2296,0.56,12,6.51,Matisse,461695
48,www.leopoldo-ortiz.info,architecto_ex\quas.css,2023-11-14T00:22:05.489355400,image/png,full,4699,3056,0.19,348,6.15,Matisse,2191144
94,www.scott-kautzer.com,laborum_qui\laudantium.json,2024-01-19T00:22:05.490356700,image/png,full,1739,712,0.69,8,2.17,Rubens,4238833
62,www.olin-schiller.co,qui_maiores\numquam.key,2024-05-18T00:22:05.492354700,image/png,thumbnail,1579,2940,0.74,210,7.29,Munch,4896619
93,www.dallas-kuhic.biz,tempora_ab\est.js,2023-12-15T00:22:05.493359300,image/png,full,611,3696,0.29,333,4.33,Manet,1119016
86,www.don-okon.com,libero_quo\est.xls,2023-10-07T00:22:05.495356300,image/jpeg,thumbnail,1868,2378,0.54,267,7.14,Chagall,3757016
80,www.johanna-hudson.org,ut_totam\beatae.jpg,2023-10-02T00:22:05.496354500,image/jpeg,full,472,2387,0.17,150,1.44,Gauguin,2896839
7,www.boyd-dietrich.io,similique_aperiam\dolor.odt,2023-12-03T00:22:05.497354,image/jpeg,full,685,5052,0.89,347,4.20,Degas,1416060
16,www.jarrod-kunde.com,rerum_dicta\ad.txt,2023-12-11T00:22:05.499357400,image/jpeg,thumbnail,802,706,0.59,208,3.03,Titian,2955575
48,www.jeffry-ondricka.co,velit_porro\inventore.pptx,2024-03-21T00:22:05.500355100,image/jpeg,thumbnail,379,3494,0.71,326,3.66,Kahlo,1219854
6,www.carrol-cummerata.io,perferendis_doloribus\nemo.png,2024-04-06T00:22:05.502356200,image/jpeg,thumbnail,2536,851,0.47,115,5.89,Gauguin,4209454
39,www.cyrus-wiza.org,voluptatem_cum\autem.pages,2024-01-15T00:22:05.504354100,image/jpeg,thumbnail,2187,1269,0.05,215,3.80,Vettriano,368114
96,www.cecille-ziemann.co,dolorem_culpa\cumque.xls,2023-10-27T00:22:05.506355100,image/png,full,3702,4378,0.52,103,6.89,Pollock,1533354
66,www.lizzette-homenick.biz,soluta_accusantium\ipsa.bmp,2024-04-07T00:22:05.508357,image/png,thumbnail,3403,1176,0.25,230,0.60,Da Vinci,1246387
35,www.robbin-trantow.net,qui_doloribus\animi.wav,2024-05-05T00:22:05.510354200,image/jpeg,full,3693,1587,0.77,80,2.37,Edward Hopper,1450229
46,www.terry-konopelski.org,hic_alias\voluptatem.jpeg,2024-07-15T00:22:05.514356300,image/png,full,1189,2265,0.52,233,4.61,Caravaggio,349766
76,www.lily-turcotte.biz,culpa_ex\libero.bmp,2023-10-17T00:22:05.516354500,image/png,full,1184,2277,0.75,11,6.69,Donatello,4744738
62,www.bernardina-haley.org,excepturi_voluptates\optio.pages,2024-02-07T00:22:05.519354600,image/png,thumbnail,2403,3156,0.62,197,2.57,Matisse,1395724
27,www.elroy-durgan.name,fugiat_repellendus\et.ppt,2024-02-27T00:22:05.520356300,image/jpeg,full,3897,2399,0.05,319,9.91,Cassatt,3600333
27,www.tommy-cronin.co,mollitia_qui\quos.json,2023-12-01T00:22:05.522354600,image/jpeg,thumbnail,973,4781,0.76,331,4.68,Titian,78223
43,www.alvaro-carroll.name,et_eius\culpa.mp3,2024-01-16T00:22:05.525354300,image/png,thumbnail,3497,3444,0.47,309,6.61,Kahlo,2083101
39,www.christian-okon.co,sint_excepturi\labore.numbers,2023-09-14T00:22:05.527353700,image/jpeg,full,4039,620,0.09,84,6.80,Durer,4299458
49,www.wilburn-renner.name,tenetur_vero\accusantium.json,2024-02-23T00:22:05.529355300,image/png,thumbnail,4086,713,0.45,345,4.31,Dali,2091908
57,www.ramon-schowalter.net,dolore_ullam\aut.pdf,2023-10-11T00:22:05.530356700,image/jpeg,thumbnail,2325,643,0.67,61,4.25,Rembrandt,1839492
81,www.willis-douglas.net,adipisci_totam\dolorum.flac,2024-08-30T00:22:05.532355800,image/png,full,4091,1828,0.93,328,1.73,Donatello,833852
52,www.ariel-greenholt.co,doloremque_nisi\velit.pptx,2023-12-30T00:22:05.532355800,image/png,thumbnail,4304,4982,0.29,124,1.66,Munch,1077596
40,www.adrian-batz.biz,dignissimos_qui\accusamus.jpeg,2024-04-29T00:22:05.532355800,image/png,full,5052,2269,0.00,9,2.83,Durer,3998730
20,www.vincent-senger.com,voluptas_et\tempore.tiff,2023-10-16T00:22:05.533354500,image/jpeg,full,3678,4312,0.25,178,0.28,Joan Miro,2438461
49,www.stanford-mann.co,qui_eaque\molestias.flac,2024-07-21T00:22:05.533354500,image/jpeg,thumbnail,2136,2976,0.70,117,3.39,Magritte,4622590
69,www.araceli-beatty.net,nemo_odit\quia.png,2024-08-30T00:22:05.533354500,image/png,full,446,5059,0.71,328,1.17,Chagall,4453698
18,www.liana-treutel.org,qui_minus\omnis.odp,2024-08-01T00:22:05.533354500,image/png,full,1822,3952,0.15,327,2.62,Rubens,2523951
36,www.luci-cummerata.com,nostrum_officiis\ut.flac,2024-01-26T00:22:05.423121500,image/png,thumbnail,1825,1562,0.81,77,4.80,Gauguin,3894579
87,www.davida-cole.com,quo_asperiores\impedit.jpeg,2024-08-17T00:22:05.449356900,image/png,thumbnail,2993,1382,0.91,323,0.60,Manet,2508658
74,www.kanesha-feeney.biz,quisquam_placeat\et.wav,2024-03-10T00:22:05.451356500,image/jpeg,full,970,2469,0.54,284,1.92,Vettriano,1669118
30,www.kerry-luettgen.name,commodi_impedit\quia.doc,2023-11-25T00:22:05.453356200,image/jpeg,full,1133,3496,0.32,280,3.76,Raphael,237665
6,www.gaston-murphy.biz,commodi_doloribus\quod.mp4,2023-12-27T00:22:05.454356200,image/png,full,4558,3324,0.34,352,4.31,Kahlo,4230879
57,www.avery-cartwright.io,dolores_omnis\eaque.doc,2024-02-18T00:22:05.456355100,image/jpeg,full,1631,4983,0.28,75,5.60,Bernini,4546300
92,www.herb-feeney.co,ratione_recusandae\laboriosam.json,2024-06-24T00:22:05.457357800,image/jpeg,thumbnail,2085,1087,0.70,133,9.84,Monet,1523412
66,www.sung-pollich.biz,qui_distinctio\rerum.tiff,2023-12-28T00:22:05.459356400,image/jpeg,thumbnail,2187,1017,0.40,138,1.03,Dali,3774813
58,www.katheleen-fahey.co,accusantium_rerum\aperiam.txt,2024-07-16T00:22:05.461355200,image/png,thumbnail,1171,3331,0.69,280,1.14,Klimt,4699139
75,www.chi-huel.io,eos_architecto\hic.ods,2024-07-25T00:22:05.463354900,image/jpeg,full,4372,4654,0.16,228,7.99,Matisse,2608233
28,www.katelyn-stroman.name,quisquam_accusantium\laudantium.mov,2024-07-14T00:22:05.465356400,image/png,full,4357,1147,0.86,75,6.23,Durer,3709057
23,www.britteny-heaney.net,ipsam_consequatur\necessitatibus.pptx,2024-03-19T00:22:05.467355300,image/jpeg,thumbnail,208,1193,0.69,321,9.93,El Greco,3379407
73,www.cristina-weissnat.org,recusandae_quia\excepturi.xlsx,2024-07-31T00:22:05.468355800,image/jpeg,thumbnail,2307,2265,0.14,64,2.49,Michelangelo,3199495
72,www.alysa-metz.co,aut_est\minima.avi,2023-11-20T00:22:05.469356400,image/jpeg,thumbnail,1584,1751,0.23,71,3.75,Diego Rivera,4990089
28,www.tomasa-crist.name,quod_non\assumenda.css,2024-05-31T00:22:05.470358300,image/png,thumbnail,3676,3909,0.24,10,1.25,Renoir,3329021
99,www.francis-kautzer.net,non_dicta\eaque.flac,2024-05-20T00:22:05.472354300,image/png,full,2357,485,0.30,72,0.50,Warhol,789272
39,www.barton-beer.info,reprehenderit_explicabo\doloremque.flac,2024-03-16T00:22:05.473354,image/jpeg,thumbnail,3030,3683,0.13,56,1.46,Vincent,3725619
44,www.inge-gerlach.info,ad_et\sunt.pdf,2023-09-19T00:22:05.475354400,image/jpeg,full,3029,3285,0.64,206,5.86,Winslow Homer,4384139
89,www.bobbie-dietrich.com,impedit_delectus\quaerat.webm,2024-06-06T00:22:05.476357400,image/png,full,4004,3961,0.14,154,1.70,Kahlo,3751777
0,www.elvie-bogan.org,asperiores_dolorem\consequuntur.odp,2024-01-25T00:22:05.478356100,image/jpeg,thumbnail,4644,2425,0.34,296,2.07,Chagall,1946487
52,www.blossom-bednar.info,occaecati_velit\repudiandae.docx,2023-09-23T00:22:05.479354700,image/png,full,4805,2469,0.36,90,0.58,Edward Hopper,1186988
85,www.jamaal-heidenreich.net,non_ullam\est.mp3,2024-05-07T00:22:05.480354600,image/jpeg,full,4604,5053,0.47,26,1.78,Da Vinci,3763582
8,www.anya-senger.biz,occaecati_suscipit\quis.txt,2024-03-03T00:22:05.482356300,image/png,full,3172,3009,0.17,333,5.67,Vettriano,516259
3,www.bertram-stanton.info,nam_magni\optio.gif,2024-08-02T00:22:05.484356,image/png,thumbnail,1134,5039,0.40,322,8.82,Cassatt,2711563
68,www.chantel-dooley.io,voluptatem_officia\molestiae.json,2024-08-16T00:22:05.486358900,image/jpeg,thumbnail,1316,1193,0.03,240,1.18,Rothko,3420733
18,www.hilario-greenfelder.org,harum_eum\magnam.tiff,2024-01-29T00:22:05.488355700,image/png,thumbnail,527,1584,0.92,190,8.73,Diego Rivera,2673043
35,www.ahmad-hauck.io,nesciunt_ea\omnis.pdf,2024-01-10T00:22:05.492354700,image/png,full,473,1057,0.05,116,4.21,Ansel Adams,4826331
29,www.columbus-damore.co,sit_soluta\esse.txt,2023-12-06T00:22:05.496354500,image/jpeg,thumbnail,4300,4091,0.43,55,5.71,Kahlo,4766292
41,www.earl-dickens.co,occaecati_veniam\blanditiis.jpg,2024-04-06T00:22:05.500355100,image/jpeg,thumbnail,122,946,0.45,163,8.87,Cezanne,1346954
86,www.glynda-grady.com,suscipit_ullam\maiores.wav,2024-05-27T00:22:05.502356200,image/jpeg,full,1575,4076,0.38,17,0.27,Ansel Adams,4578840
44,www.enrique-murazik.net,dolorum_tenetur\natus.mp4,2023-12-27T00:22:05.504354100,image/png,full,4833,3125,0.24,201,6.34,Gauguin,4635137
12,www.darron-bartell.com,distinctio_consectetur\eum.docx,2024-08-09T00:22:05.507354900,image/png,thumbnail,3257,4625,0.70,74,4.60,Joan Miro,1888945
40,www.colleen-nicolas.name,delectus_exercitationem\dolorum.xls,2024-05-31T00:22:05.509354300,image/jpeg,full,1314,5070,0.69,276,7.92,Edward Hopper,2052766
8,www.amado-haley.info,et_minus\esse.jpg,2024-03-12T00:22:05.511356200,image/jpeg,full,2926,1187,0.08,23,10.00,Botticelli,2738109
92,www.sheila-renner.co,excepturi_quia\nam.mov,2024-05-25T00:22:05.513354700,image/png,full,1832,3697,0.22,245,6.49,Ansel Adams,314539
33,www.bryan-anderson.name,ut_blanditiis\voluptas.doc,2023-10-21T00:22:05.515354600,image/png,full,4405,3116,0.41,83,2.65,Kahlo,1270883
20,www.donette-bahringer.biz,ad_molestias\laboriosam.jpeg,2024-08-28T00:22:05.517356300,image/png,full,2660,238,0.93,102,9.67,Seurat,1853597
41,www.mikki-hermann.com,earum_non\est.js,2024-05-27T00:22:05.519354600,image/png,thumbnail,1717,3801,0.27,33,0.78,Pissarro,3589714
77,www.catrice-spencer.io,optio_distinctio\voluptate.ods,2024-08-07T00:22:05.522354600,image/png,full,1239,1071,0.22,114,6.02,Paul Klee,4168210
35,www.lyndon-mueller.info,et_vero\laborum.mp3,2024-04-02T00:22:05.524354400,image/png,full,634,3344,0.08,229,7.59,Da Vinci,1349127
40,www.migdalia-schneider.com,aut_quibusdam\eum.webm,2024-03-04T00:22:05.525354300,image/jpeg,thumbnail,4227,847,0.64,33,3.02,Matisse,702225
79,www.mozelle-daugherty.io,sit_praesentium\cupiditate.doc,2023-11-08T00:22:05.527353700,image/png,thumbnail,1734,1281,0.83,119,0.40,Rothko,4096774
43,www.krystina-oconner.io,natus_qui\laborum.xlsx,2024-06-03T00:22:05.529355300,image/jpeg,full,959,2772,0.66,18,2.60,Rubens,2303373
86,www.noble-howell.io,blanditiis_repudiandae\excepturi.mp3,2023-09-25T00:22:05.530356700,image/jpeg,thumbnail,2321,112,0.81,184,7.16,Monet,1885919
79,www.nga-metz.io,suscipit_dolor\reprehenderit.pages,2024-06-29T00:22:05.532355800,image/jpeg,full,2296,404,0.85,215,6.99,Dali,3408865
67,www.ricarda-grimes.name,nemo_corporis\atque.mp3,2024-05-05T00:22:05.532355800,image/jpeg,thumbnail,3931,4968,0.81,211,7.12,Klimt,3432745
73,www.tyler-carter.com,suscipit_repudiandae\officiis.jpeg,2024-06-29T00:22:05.532355800,image/png,thumbnail,3489,5066,0.65,293,4.17,Michelangelo,1665364
11,www.dion-green.net,voluptatem_quo\eveniet.odp,2024-02-24T00:22:05.533354500,image/jpeg,full,4037,1007,0.03,278,2.19,Picasso,4060680
75,www.terrell-jerde.com,et_voluptatem\est.mov,2024-07-03T00:22:05.533354500,image/png,thumbnail,3213,2689,0.05,18,8.28,Ansel Adams,464468
95,www.lidia-stokes.org,eius_aperiam\dolorem.wav,2024-01-22T00:22:05.533354500,image/jpeg,full,1196,3679,0.50,320,0.88,Rembrandt,3888362
72,www.clayton-spinka.biz,sunt_perspiciatis\eligendi.bmp,2023-10-13T00:22:05.414120,image/png,full,3349,952,0.68,262,4.71,Monet,691959
86,www.wen-miller.biz,soluta_aut\non.txt,2023-11-04T00:22:05.449356900,image/png,thumbnail,4764,1649,0.12,198,0.51,Matisse,3567578
53,www.bao-abbott.biz,et_occaecati\nostrum.pdf,2023-10-27T00:22:05.451356500,image/jpeg,thumbnail,241,4478,0.30,193,2.87,Edward Hopper,4394050
7,www.adrianne-rath.net,esse_est\quaerat.wav,2024-05-23T00:22:05.453356200,image/jpeg,thumbnail,4116,4672,0.06,78,3.33,Da Vinci,4407304
31,www.vance-dickens.org,distinctio_debitis\officia.mp4,2024-08-31T00:22:05.455356300,image/png,thumbnail,4051,971,0.71,327,3.07,Chagall,1844642
80,www.efrain-wilderman.org,ratione_adipisci\tempora.csv,2024-02-23T00:22:05.457357800,image/png,thumbnail,4880,132,0.43,251,2.20,Bernini,4545310
2,www.annamaria-waelchi.net,sint_iure\itaque.ods,2023-11-28T00:22:05.458357,image/png,thumbnail,4005,2466,0.46,254,5.27,Raphael,2730304
96,www.marcus-sanford.net,laboriosam_adipisci\incidunt.csv,2023-09-21T00:22:05.460354800,image/jpeg,thumbnail,3546,982,0.36,21,0.97,Rubens,2433922
32,www.hyman-towne.info,sit_ipsam\earum.ppt,2024-02-26T00:22:05.462356,image/jpeg,thumbnail,646,3481,0.66,191,0.82,Cezanne,4507118
20,www.verda-powlowski.info,delectus_impedit\vitae.odt,2024-05-27T00:22:05.464356700,image/jpeg,full,3818,2560,0.52,61,3.39,Klimt,3367201
78,www.jamison-rippin.org,occaecati_quo\eveniet.webm,2024-02-07T00:22:05.469356400,image/png,thumbnail,1588,1934,0.92,139,3.51,Munch,457447
43,www.harry-goyette.com,consequuntur_fuga\modi.js,2023-10-29T00:22:05.471354400,image/jpeg,thumbnail,3103,1959,0.22,23,9.12,Durer,2799670
25,www.minh-hettinger.com,et_sequi\quia.csv,2024-03-24T00:22:05.473354,image/png,thumbnail,2432,1244,0.44,318,4.55,Caravaggio,466001
76,www.michal-oconnell.name,rerum_odio\in.ppt,2024-07-09T00:22:05.475354400,image/png,thumbnail,4604,1688,0.36,335,9.81,Renoir,1733635
89,www.landon-rohan.info,voluptas_provident\quis.csv,2023-10-28T00:22:05.477355100,image/png,full,3573,2726,0.75,80,0.71,Pollock,2518076
10,www.margarita-koepp.net,excepturi_maiores\exercitationem.json,2024-01-01T00:22:05.479354700,image/png,thumbnail,1356,437,0.12,325,8.42,Manet,3504596
62,www.paulita-keebler.io,atque_expedita\eveniet.mov,2024-04-03T00:22:05.481357100,image/jpeg,thumbnail,850,2465,0.96,263,5.92,Michelangelo,4732579
51,www.rickey-rice.name,quia_non\sit.flac,2024-06-19T00:22:05.483353600,image/png,thumbnail,775,2559,0.30,34,9.18,Renoir,1568514
31,www.wilson-marks.org,eligendi_et\at.jpeg,2024-07-20T00:22:05.484356,image/jpeg,full,940,3093,0.40,87,7.26,Kahlo,4462313
43,www.camilla-macejkovic.info,sit_facere\vitae.css,2024-07-14T00:22:05.486358900,image/jpeg,full,4516,875,0.66,64,4.84,Manet,1622892
46,www.eldon-mcglynn.net,accusantium_recusandae\sit.json,2023-10-15T00:22:05.488355700,image/png,thumbnail,1013,1194,0.77,99,6.46,Gauguin,3047323
65,www.leisa-medhurst.com,dolor_enim\dicta.mp4,2024-05-09T00:22:05.490356700,image/jpeg,full,1750,4592,0.87,246,1.94,Titian,3708414
96,www.hortencia-wuckert.co,repudiandae_qui\distinctio.jpg,2024-06-25T00:22:05.492354700,image/jpeg,thumbnail,4129,686,0.97,194,8.06,Cassatt,2553587
82,www.armand-jacobi.com,vel_et\asperiores.json,2024-01-31T00:22:05.494356,image/jpeg,full,224,4758,0.17,147,2.99,Monet,968109
39,www.len-schuster.com,nihil_doloremque\omnis.wav,2023-10-03T00:22:05.496354500,image/jpeg,thumbnail,2244,4396,0.63,83,4.96,Chagall,577170
42,www.shelby-franecki.net,soluta_qui\reiciendis.pages,2023-11-13T00:22:05.497354,image/jpeg,thumbnail,1969,1056,0.40,23,8.13,Matisse,3350968
82,www.krysta-oreilly.com,tempora_autem\sit.odp,2024-07-08T00:22:05.499357400,image/jpeg,full,4374,1349,0.28,265,1.59,Caravaggio,1235651
29,www.jae-brakus.biz,nobis_et\illo.txt,2023-10-31T00:22:05.503355900,image/jpeg,full,4881,409,0.71,141,6.45,Bernini,5003175
20,www.salley-kiehn.io,voluptatem_quibusdam\reiciendis.docx,2024-03-04T00:22:05.506355100,image/jpeg,full,3448,4106,0.21,1,3.81,Titian,4838654
35,www.earle-cole.io,impedit_fugit\ratione.flac,2023-10-09T00:22:05.509354300,image/png,full,3386,2745,0.98,116,10.00,Titian,2969421
46,www.barbar-wuckert.co,sed_eos\dolorem.xls,2024-01-07T00:22:05.511356200,image/png,thumbnail,3701,1582,0.22,152,3.40,Manet,2713313
78,www.tonda-huel.net,sint_omnis\sed.pptx,2024-07-13T00:22:05.513354700,image/jpeg,thumbnail,4689,2936,0.89,82,0.72,Manet,2421576
1,www.hans-oconnell.name,necessitatibus_et\esse.bmp,2024-05-06T00:22:05.515354600,image/png,full,3594,263,0.74,126,3.51,Manet,5038327
0,www.vada-wolff.org,nobis_occaecati\saepe.mp3,2023-10-13T00:22:05.516354500,image/jpeg,full,1779,4400,0.40,32,2.52,Rothko,4093887
38,www.ben-roob.info,suscipit_repudiandae\perferendis.jpg,2024-05-09T00:22:05.518355700,image/jpeg,full,2022,3860,0.12,198,9.39,El Greco,3309939
98,www.corrin-ryan.biz,et_eos\ipsum.numbers,2024-08-31T00:22:05.520356300,image/jpeg,thumbnail,4449,4853,0.49,346,7.48,Donatello,4566178
87,www.sam-heaney.net,at_suscipit\non.webm,2024-05-16T00:22:05.522354600,image/png,thumbnail,4955,2030,0.41,20,6.67,Klimt,4507252
56,www.derek-moen.name,ut_in\veniam.wav,2023-11-22T00:22:05.524354400,image/jpeg,full,1541,871,0.18,213,6.51,Cassatt,5022508
83,www.jules-frami.info,explicabo_accusamus\hic.pdf,2024-01-27T00:22:05.526354200,image/jpeg,full,2684,4394,0.30,190,6.66,Winslow Homer,2808642
19,www.jacquline-barrows.biz,sunt_qui\possimus.pdf,2024-01-14T00:22:05.528355100,image/png,thumbnail,4491,2477,0.90,351,0.80,Chagall,3468322
62,www.neida-okon.net,unde_dolor\aut.jpg,2024-07-14T00:22:05.530356700,image/png,full,4158,1100,0.83,28,5.72,Winslow Homer,4515661
14,www.nola-hegmann.org,quia_temporibus\illum.pptx,2023-09-26T00:22:05.532355800,image/jpeg,thumbnail,3274,690,0.79,163,1.34,Munch,4997332
39,www.sanjuanita-hansen.co,odio_quia\totam.tiff,2024-02-19T00:22:05.532355800,image/jpeg,full,2368,3268,0.94,225,2.12,Gauguin,4854964
34,www.velda-mohr.biz,rerum_ea\in.odt,2024-07-16T00:22:05.533354500,image/jpeg,thumbnail,4304,739,0.76,83,8.85,Renoir,997273
